page_title,rev_id,timestamp,user,is_bot,delta,perplexity,burstiness,mean_dep_depth,clause_ratio,voice_ratio,fre,fog,chars_per_sent,sents_per_para,nTTR,word_density,avg_line_len,citation_delta
Coupled pattern learner,1094407090,2022-06-22 12:44:59+00:00,Citation bot,True,-0.0001,417.0917053222656,0.8301341063394234,3.5968688845401173,1.2903225806451613,0.9892367906066536,28.48301575426865,19.520143167282754,192.48387096774192,31,6.7082039324993685,2.5012506253126565,5997.0,0.005420054200542005
Coupled pattern learner,1094407090,2022-06-22 12:44:59+00:00,Citation bot,True,-0.0001,417.0917053222656,0.8301341063394234,3.5968688845401173,1.2903225806451613,0.9892367906066536,28.48301575426865,19.520143167282754,192.48387096774192,31,6.7082039324993685,2.5012506253126565,5997.0,0.005420054200542005
Data preprocessing,1100537839,2022-07-26 12:30:12+00:00,KH-1,False,-0.0001,313.66748046875,0.9436402898262942,3.1255666364460564,0.6288659793814433,0.9877606527651859,41.23617184961489,13.424002752346183,121.88659793814433,97,7.065974808899335,1.3269505332997396,11907.0,0.005901044030866999
Data preprocessing,1100537839,2022-07-26 12:30:12+00:00,KH-1,False,-0.0001,313.66748046875,0.9436402898262942,3.1255666364460564,0.6288659793814433,0.9877606527651859,41.23617184961489,13.424002752346183,121.88659793814433,97,7.065974808899335,1.3269505332997396,11907.0,0.005901044030866999
Data preprocessing,1138293751,2023-02-08 22:56:35+00:00,Citation bot,True,-0.0001,313.66748046875,0.9436402898262942,3.1255666364460564,0.6288659793814433,0.9877606527651859,41.23617184961489,13.424002752346183,121.88659793814433,97,7.065974808899335,1.3269505332997396,11907.0,0.005898366606170599
Data preprocessing,1155327248,2023-05-17 17:46:54+00:00,Jarble,False,-0.0001,313.66748046875,0.9436402898262942,3.1255666364460564,0.6288659793814433,0.9877606527651859,41.23617184961489,13.424002752346183,121.88659793814433,97,7.065974808899335,1.3269505332997396,11907.0,0.005898366606170599
Hallucination (artificial intelligence),1141791249,2023-02-26 20:41:16+00:00,Shaneromero,False,-0.0001,758.2050170898438,0.8991092783888359,3.758033106134372,1.3103448275862069,0.9868549172346641,23.891640925214347,19.535852464939076,202.51724137931035,58,7.468467044849297,1.4148945183427941,11803.0,0.014342629482071713
Hallucination (artificial intelligence),1157778809,2023-05-30 22:27:53+00:00,GDeev,False,-0.0001,398.9734802246094,1.1594743010505826,3.7687408133268008,1.2575757575757576,0.9872611464968153,21.560964929981054,19.366802534404133,176.13636363636363,66,6.574039853849381,1.2574850299401197,11690.0,0.015738963531669866
Prompt engineering,1089715529,2022-05-25 07:19:38+00:00,Fnielsen,False,-0.0001,,0.45906785725290294,3.1312217194570136,0.3,0.9773755656108597,39.313734643734676,15.375921375921378,124.7,10,5.858777075226903,8.996815286624203,1256.0,0.044642857142857144
Prompt engineering,1101301758,2022-07-30 08:49:54+00:00,GhostInTheMachine,False,-0.0001,,0.45906785725290294,3.1312217194570136,0.3,0.9773755656108597,39.313734643734676,15.375921375921378,124.7,10,5.858777075226903,8.996815286624203,1256.0,0.043668122270742356
Prompt engineering,1118357585,2022-10-26 15:55:42+00:00,PopoDameron,False,-0.0001,518.5404663085938,0.45906785725290294,3.440993788819876,0.23076923076923078,0.9782608695652174,39.815786163522034,15.3685534591195,137.07692307692307,13,6.7529252920493645,8.416945373467113,1794.0,0.0339943342776204
Prompt engineering,1141656119,2023-02-26 04:10:42+00:00,114.10.4.207,False,-0.0001,524.9756469726562,0.45906785725290294,4.948616600790514,0.4117647058823529,0.9802371541501976,32.87737735849058,17.253584905660375,167.35294117647058,17,6.931810730249348,5.4176861237329605,2861.0,0.028985507246376812
Prompt engineering,1157752179,2023-05-30 18:47:07+00:00,MrOllie,False,-0.0001,442.4901428222656,0.35703303440633316,3.961441743503772,1.0,0.9840737636211232,36.620883940620814,16.8184306921149,157.02439024390245,41,6.8423680111493566,2.3618400740969436,6478.0,0.023902167871039465
Manifold hypothesis,1105614488,2022-08-21 01:30:19+00:00,HaeB,False,-0.0001,202.69052124023438,0.17541349762840053,3.6058823529411765,0.5,0.9823529411764705,-5.121936936936919,23.920720720720723,179.16666666666666,6,4.766153188496591,7.592592592592593,1080.0,0.014925373134328358
Manifold hypothesis,1123970183,2022-11-26 18:09:54+00:00,Bender235,False,-0.0001,212.45846557617188,0.17541349762840053,3.46242774566474,0.5,0.9826589595375722,-5.277378587196438,23.841501103752762,183.0,6,4.891200370011706,7.70625566636446,1103.0,0.012658227848101266
Manifold hypothesis,1135159121,2023-01-23 00:19:31+00:00,Citation bot,True,-0.0001,212.45846557617188,0.17541349762840053,3.46242774566474,0.5,0.9826589595375722,-5.277378587196438,23.841501103752762,183.0,6,4.891200370011706,7.70625566636446,1103.0,0.012605042016806723
Manifold hypothesis,1156336319,2023-05-22 10:07:44+00:00,RDBrown,False,-0.0001,212.45846557617188,0.17541349762840053,3.46242774566474,0.5,0.9826589595375722,-5.277378587196438,23.841501103752762,183.0,6,4.891200370011706,7.70625566636446,1103.0,0.012195121951219513
Mountain car problem,1105851233,2022-08-22 03:10:39+00:00,Citation bot,True,0.0010001100110011,386.9442138671875,0.00933940445522603,3.1238761238761237,0.7560975609756098,0.984015984015984,40.31050000000002,13.006349206349206,142.8780487804878,41,6.574039853849381,2.4923702950152595,5898.0,0.0076481835564053535
Mountain car problem,1105851233,2022-08-22 03:10:39+00:00,Citation bot,True,0.0010001100110011,386.9442138671875,0.00933940445522603,3.1238761238761237,0.7560975609756098,0.984015984015984,40.31050000000002,13.006349206349206,142.8780487804878,41,6.574039853849381,2.4923702950152595,5898.0,0.0076481835564053535
Mountain car problem,1105851233,2022-08-22 03:10:39+00:00,Citation bot,True,0.0010001100110011,386.9442138671875,0.00933940445522603,3.1238761238761237,0.7560975609756098,0.984015984015984,40.31050000000002,13.006349206349206,142.8780487804878,41,6.574039853849381,2.4923702950152595,5898.0,0.0076481835564053535
Mountain car problem,1105851233,2022-08-22 03:10:39+00:00,Citation bot,True,0.0010001100110011,386.9442138671875,0.00933940445522603,3.1238761238761237,0.7560975609756098,0.984015984015984,40.31050000000002,13.006349206349206,142.8780487804878,41,6.574039853849381,2.4923702950152595,5898.0,0.0076481835564053535
Pattern recognition,1088204097,2022-05-16 18:40:57+00:00,205.208.121.219,False,-0.0001,180.4463653564453,0.48297287537870587,4.032439678284183,0.8363636363636363,0.9820375335120644,20.868809523809546,18.549138804457954,201.79090909090908,110,6.574039853849381,0.6590155115215637,22306.0,0.006580751302440362
Pattern recognition,1100784902,2022-07-27 17:42:09+00:00,70.176.117.241,False,-0.0001,200.9616241455078,0.48297287537870587,4.022115640820677,0.8214285714285714,0.9818811617372768,20.59083434244812,18.491362611398877,199.94642857142858,112,6.574039853849381,0.6531881804043546,22505.0,0.006552006552006552
Pattern recognition,1122129897,2022-11-16 00:38:54+00:00,38.41.84.241,False,-0.0001,180.83518981933594,0.48297287537870587,3.9632978723404255,0.808695652173913,0.9821808510638298,21.712608980489108,18.252819003382225,194.09565217391304,115,6.574039853849381,0.6552262090483619,22435.0,0.006553795740032769
Pattern recognition,1137278271,2023-02-03 20:01:18+00:00,JoeNMLC,False,-0.0001,180.83518981933594,0.48297287537870587,3.9632978723404255,0.808695652173913,0.9821808510638298,21.712608980489108,18.252819003382225,194.09565217391304,115,6.574039853849381,0.6552262090483619,22435.0,0.00654485955822198
Pattern recognition,1153124265,2023-05-04 10:17:29+00:00,45.115.89.80,False,-0.0001,180.83518981933594,0.48297287537870587,4.034103114930183,0.8363636363636363,0.9820085929108485,20.86168426774347,18.549070766682195,201.66363636363636,110,6.574039853849381,0.6594293917100305,22292.0,0.006528835690968444
In-context learning (natural language processing),1089715529,2022-05-25 07:19:38+00:00,Fnielsen,False,-0.0001,,0.45906785725290294,3.1312217194570136,0.3,0.9773755656108597,39.313734643734676,15.375921375921378,124.7,10,5.858777075226903,8.996815286624203,1256.0,0.044642857142857144
In-context learning (natural language processing),1101301758,2022-07-30 08:49:54+00:00,GhostInTheMachine,False,-0.0001,,0.45906785725290294,3.1312217194570136,0.3,0.9773755656108597,39.313734643734676,15.375921375921378,124.7,10,5.858777075226903,8.996815286624203,1256.0,0.043668122270742356
In-context learning (natural language processing),1118357585,2022-10-26 15:55:42+00:00,PopoDameron,False,-0.0001,518.5404663085938,0.45906785725290294,3.440993788819876,0.23076923076923078,0.9782608695652174,39.815786163522034,15.3685534591195,137.07692307692307,13,6.7529252920493645,8.416945373467113,1794.0,0.0339943342776204
In-context learning (natural language processing),1141656119,2023-02-26 04:10:42+00:00,114.10.4.207,False,-0.0001,524.9756469726562,0.45906785725290294,4.948616600790514,0.4117647058823529,0.9802371541501976,32.87737735849058,17.253584905660375,167.35294117647058,17,6.931810730249348,5.4176861237329605,2861.0,0.028985507246376812
In-context learning (natural language processing),1157752179,2023-05-30 18:47:07+00:00,MrOllie,False,-0.0001,442.4901428222656,0.35703303440633316,3.961441743503772,1.0,0.9840737636211232,36.620883940620814,16.8184306921149,157.02439024390245,41,6.8423680111493566,2.3618400740969436,6478.0,0.023902167871039465
Spatial embedding,1119713850,2022-11-03 01:08:29+00:00,Citation bot,True,-0.0001,427.1279602050781,0.6633765598707962,3.3398230088495575,0.5869565217391305,0.9814159292035398,35.61588932806325,16.770311813790073,133.58695652173913,46,5.992662179699436,2.1647819063004845,6190.0,0.02583276682528892
Spatial embedding,1119713850,2022-11-03 01:08:29+00:00,Citation bot,True,-0.0001,427.1279602050781,0.6633765598707962,3.3398230088495575,0.5869565217391305,0.9814159292035398,35.61588932806325,16.770311813790073,133.58695652173913,46,5.992662179699436,2.1647819063004845,6190.0,0.02583276682528892
Spatial embedding,1119713850,2022-11-03 01:08:29+00:00,Citation bot,True,-0.0001,427.1279602050781,0.6633765598707962,3.3398230088495575,0.5869565217391305,0.9814159292035398,35.61588932806325,16.770311813790073,133.58695652173913,46,5.992662179699436,2.1647819063004845,6190.0,0.02583276682528892
Universal portfolio algorithm,1120520955,2022-11-07 12:32:47+00:00,Billinghurst,False,-0.0001,447.0528869628906,1.2106385520940794,2.672566371681416,0.0,0.9911504424778761,5.451456310679646,19.08959778085992,103.71428571428571,7,4.459091291466353,8.743169398907105,732.0,0.015384615384615385
Universal portfolio algorithm,1120520955,2022-11-07 12:32:47+00:00,Billinghurst,False,-0.0001,447.0528869628906,1.2106385520940794,2.672566371681416,0.0,0.9911504424778761,5.451456310679646,19.08959778085992,103.71428571428571,7,4.459091291466353,8.743169398907105,732.0,0.015384615384615385
Universal portfolio algorithm,1120520955,2022-11-07 12:32:47+00:00,Billinghurst,False,-0.0001,447.0528869628906,1.2106385520940794,2.672566371681416,0.0,0.9911504424778761,5.451456310679646,19.08959778085992,103.71428571428571,7,4.459091291466353,8.743169398907105,732.0,0.015384615384615385
Graphics processing unit,1106094977,2022-08-23 05:38:52+00:00,Citation bot,True,-0.0001,391.3924865722656,1.3423582432838421,3.5049564433763893,0.6566523605150214,0.9879843796936016,32.447111159982114,17.370358574604346,159.58369098712447,233,7.110696168449331,0.42496325003340907,37415.0,0.015417940876656473
Graphics processing unit,1124387677,2022-11-28 17:33:36+00:00,ClueBot NG,False,-0.0001,391.3924865722656,1.3423582432838421,3.494204425711275,0.6566523605150214,0.9879572482312209,32.337105912661684,17.436774567475563,159.0214592274678,233,7.110696168449331,0.42645638879948505,37284.0,0.015433673469387755
Graphics processing unit,1141336223,2023-02-24 15:10:46+00:00,Dgpop,False,-0.0001,392.34283447265625,1.3423582432838421,3.515814365947384,0.6652542372881356,0.9878805793674253,32.48619580270034,17.451241273012254,159.75423728813558,236,7.110696168449331,0.4191159026807602,37937.0,0.015193370165745856
Graphics processing unit,1157703898,2023-05-30 12:21:27+00:00,Sfjohna,False,-0.0001,419.7456970214844,1.3423582432838421,3.499000461325542,0.5872340425531914,0.9883130862678764,32.73960045933319,17.289290873688838,154.50212765957446,235,7.155417527999327,0.4378523343002572,36542.0,0.013091001525165227
Neural scaling law,1157615004,2023-05-29 20:27:38+00:00,Citation bot,True,-0.0001,669.2057495117188,0.7391754752815166,3.4384037015615965,0.46774193548387094,0.9913244650086755,62.50397492020065,10.740522441534754,132.7741935483871,62,6.037383539249432,1.6278789340407573,8293.0,0.00727994705493051
Native-language identification,1121225820,2022-11-11 05:33:59+00:00,Jarble,False,-0.0001,322.1449279785156,0.6195219210582408,3.58974358974359,0.4782608695652174,0.9798534798534798,29.546977848101307,16.338818565400846,139.7391304347826,23,6.574039853849381,4.542645241038319,3236.0,0.0136986301369863
Native-language identification,1121225820,2022-11-11 05:33:59+00:00,Jarble,False,-0.0001,322.1449279785156,0.6195219210582408,3.58974358974359,0.4782608695652174,0.9798534798534798,29.546977848101307,16.338818565400846,139.7391304347826,23,6.574039853849381,4.542645241038319,3236.0,0.0136986301369863
Native-language identification,1121225820,2022-11-11 05:33:59+00:00,Jarble,False,-0.0001,322.1449279785156,0.6195219210582408,3.58974358974359,0.4782608695652174,0.9798534798534798,29.546977848101307,16.338818565400846,139.7391304347826,23,6.574039853849381,4.542645241038319,3236.0,0.0136986301369863
Probability matching,1156532372,2023-05-23 09:54:14+00:00,Finnusertop,False,-0.0001,515.6565551757812,0.14849110232400567,3.634831460674157,1.1818181818181819,0.9859550561797753,36.08945701357467,16.700150829562595,179.1818181818182,11,5.5007272246494825,6.208985360928824,1981.0,0.0
MLOps,1090024439,2022-05-26 23:06:01+00:00,MrOllie,False,0.0016421602787456446,405.8870544433594,1.229710169632653,3.428790199081164,0.8333333333333334,0.9800918836140888,23.638389492119103,18.242830122591943,160.125,24,6.126826258349423,3.543714433523021,3866.0,0.02237136465324385
MLOps,1098558816,2022-07-16 11:56:31+00:00,MrOllie,False,0.0017083182640144664,442.2416687011719,1.229710169632653,3.4770206022187007,0.8695652173913043,0.9809825673534073,23.142219696969704,18.330303030303032,161.3913043478261,23,6.126826258349423,3.668987680771291,3734.0,0.022909507445589918
MLOps,1111121348,2022-09-19 11:49:23+00:00,MrOllie,False,0.0017083182640144664,442.2416687011719,1.229710169632653,3.4770206022187007,0.8695652173913043,0.9809825673534073,23.142219696969704,18.330303030303032,161.3913043478261,23,6.126826258349423,3.668987680771291,3734.0,0.022909507445589918
MLOps,1139915647,2023-02-17 14:19:08+00:00,Entranced98,False,0.0017083182640144664,424.17822265625,1.229710169632653,3.4770206022187007,0.8695652173913043,0.9809825673534073,22.988401515151537,18.403030303030302,161.2608695652174,23,6.126826258349423,3.671937818279282,3731.0,0.022701475595913734
MLOps,1150831942,2023-04-20 11:15:35+00:00,182.75.240.10,False,0.0013492753623188406,404.67071533203125,1.229710169632653,3.6473551637279598,0.8928571428571429,0.9836272040302267,20.047130307467086,18.96680971373757,168.10714285714286,28,6.171547617899419,2.915082382762991,4734.0,0.021632251720747297
Spreading activation,1151092278,2023-04-21 21:16:09+00:00,Jarrod Baniqued,False,-0.0001,475.71331787109375,0.7583634181219803,3.4324746291959407,0.7872340425531915,0.985167837626854,41.6879721283552,14.771883842962717,148.2340425531915,47,7.065974808899335,2.252958790817054,7013.0,0.008517887563884156
Formal concept analysis,1099400528,2022-07-20 15:30:54+00:00,MRewald,False,-0.0001,283.7237854003906,1.4125246538595666,3.4148061104582843,0.5089820359281437,0.9840188014101058,36.616854057336326,15.687027025441404,138.94610778443115,167,6.171547617899419,0.5905511811023622,23368.0,0.011131725417439703
Formal concept analysis,1119364161,2022-11-01 05:26:26+00:00,RDBrown,False,-0.0001,283.7237854003906,1.4125246538595666,3.428322548531608,0.5283018867924528,0.9830761572921851,36.69624258125296,16.136268383315016,137.24528301886792,159,6.171547617899419,0.627900627900628,21978.0,0.011111111111111112
Formal concept analysis,1119364161,2022-11-01 05:26:26+00:00,RDBrown,False,-0.0001,283.7237854003906,1.4125246538595666,3.428322548531608,0.5283018867924528,0.9830761572921851,36.69624258125296,16.136268383315016,137.24528301886792,159,6.171547617899419,0.627900627900628,21978.0,0.011111111111111112
Formal concept analysis,1152509285,2023-04-30 17:28:28+00:00,78.25.189.66,False,-0.0001,283.7237854003906,1.4125246538595666,3.430073349633252,0.5375,0.9831295843520782,36.52734839103664,16.18313514613832,138.78125,160,6.171547617899419,0.6171183257311511,22362.0,0.011289147851420248
Multimodal sentiment analysis,1103913429,2022-08-11 13:14:36+00:00,Citation bot,True,-0.0001,274.0535888671875,0.6582545376649643,3.643946188340807,0.6666666666666666,0.9838565022421525,9.59912518195054,24.003726346433773,210.23333333333332,30,6.037383539249432,2.1306818181818183,6336.0,0.0236318407960199
Multimodal sentiment analysis,1103913429,2022-08-11 13:14:36+00:00,Citation bot,True,-0.0001,274.0535888671875,0.6582545376649643,3.643946188340807,0.6666666666666666,0.9838565022421525,9.59912518195054,24.003726346433773,210.23333333333332,30,6.037383539249432,2.1306818181818183,6336.0,0.0236318407960199
Multimodal sentiment analysis,1103913429,2022-08-11 13:14:36+00:00,Citation bot,True,-0.0001,274.0535888671875,0.6582545376649643,3.643946188340807,0.6666666666666666,0.9838565022421525,9.59912518195054,24.003726346433773,210.23333333333332,30,6.037383539249432,2.1306818181818183,6336.0,0.0236318407960199
Multimodal sentiment analysis,1145327613,2023-03-18 15:07:17+00:00,MrOllie,False,-0.0001,296.7869873046875,0.3172733833950962,3.658514492753623,0.6666666666666666,0.9836956521739131,9.40981456953645,23.95637969094923,208.53333333333333,30,5.903219460599445,2.100238663484487,6285.0,0.023809523809523808
Mindpixel,1090584130,2022-05-30 07:35:57+00:00,Stesmo,False,-0.0001,363.1996765136719,1.553462703755632,3.103756708407871,0.6818181818181818,0.9749552772808586,33.21499518072292,17.124626506024097,146.95454545454547,22,6.7082039324993685,4.609711124769515,3254.0,0.003430531732418525
Mindpixel,1090791132,2022-05-31 11:21:45+00:00,Lumos3,False,-0.0001,363.1996765136719,1.553462703755632,3.103756708407871,0.6818181818181818,0.9749552772808586,33.21499518072292,17.124626506024097,146.95454545454547,22,6.7082039324993685,4.609711124769515,3254.0,0.005016722408026756
Mindpixel,1090791132,2022-05-31 11:21:45+00:00,Lumos3,False,-0.0001,363.1996765136719,1.553462703755632,3.103756708407871,0.6818181818181818,0.9749552772808586,33.21499518072292,17.124626506024097,146.95454545454547,22,6.7082039324993685,4.609711124769515,3254.0,0.005016722408026756
Mindpixel,1090791132,2022-05-31 11:21:45+00:00,Lumos3,False,-0.0001,363.1996765136719,1.553462703755632,3.103756708407871,0.6818181818181818,0.9749552772808586,33.21499518072292,17.124626506024097,146.95454545454547,22,6.7082039324993685,4.609711124769515,3254.0,0.005016722408026756
Mindpixel,1145952262,2023-03-21 22:39:42+00:00,Citation bot,True,-0.0001,363.1996765136719,1.553462703755632,3.103756708407871,0.6818181818181818,0.9749552772808586,33.21499518072292,17.124626506024097,146.95454545454547,22,6.7082039324993685,4.609711124769515,3254.0,0.0049833887043189366
Flow-based generative model,1086031209,2022-05-03 19:41:44+00:00,2A01:C23:79E4:600:146E:5401:7BA4:9A94,False,-0.0001,559.4679565429688,0.603769114958809,3.0387096774193547,0.5588235294117647,0.9881720430107527,52.19560240963858,15.365232358003443,130.38235294117646,34,5.63489130329947,2.8213166144200628,4466.0,0.015028901734104046
Flow-based generative model,1100272743,2022-07-25 02:14:27+00:00,Citation bot,True,-0.0001,636.169677734375,0.603769114958809,2.965428937259923,0.6463414634146342,0.988903115663679,52.07115365609394,15.923151527929685,130.14634146341464,82,5.813776741499453,1.2089649400167395,10753.0,0.012858555885262116
Flow-based generative model,1100272743,2022-07-25 02:14:27+00:00,Citation bot,True,-0.0001,636.169677734375,0.603769114958809,2.965428937259923,0.6463414634146342,0.988903115663679,52.07115365609394,15.923151527929685,130.14634146341464,82,5.813776741499453,1.2089649400167395,10753.0,0.012858555885262116
Flow-based generative model,1138417922,2023-02-09 15:43:50+00:00,Citation bot,True,-0.0001,636.169677734375,0.603769114958809,3.215631542219121,0.65,0.9877878576413119,47.64044342590586,16.693780284949735,134.5,100,5.813776741499453,0.9594804044578936,13549.0,0.013272658323852863
Flow-based generative model,1154845503,2023-05-15 01:19:11+00:00,Citation bot,True,-0.0001,636.169677734375,0.603769114958809,3.237024221453287,0.673469387755102,0.9878892733564014,47.235474725550716,16.822049221496737,138.66326530612244,98,5.813776741499453,0.9498757854742073,13686.0,0.013528748590755355
Bayesian learning mechanisms,1101681628,2022-08-01 08:27:57+00:00,Citation bot,True,-0.0001,488.0860290527344,0.5839493065654701,3.0941176470588236,1.0,0.9882352941176471,-21.293461538461514,24.246153846153845,210.66666666666666,3,4.163331998932265,8.201892744479496,634.0,0.020491803278688523
Bayesian learning mechanisms,1101681628,2022-08-01 08:27:57+00:00,Citation bot,True,-0.0001,488.0860290527344,0.5839493065654701,3.0941176470588236,1.0,0.9882352941176471,-21.293461538461514,24.246153846153845,210.66666666666666,3,4.163331998932265,8.201892744479496,634.0,0.020491803278688523
Bayesian learning mechanisms,1136425372,2023-01-30 07:07:26+00:00,OAbot,True,-0.0001,488.0860290527344,0.5839493065654701,3.0941176470588236,1.0,0.9882352941176471,-21.293461538461514,24.246153846153845,210.66666666666666,3,4.163331998932265,8.201892744479496,634.0,0.02040816326530612
Bayesian learning mechanisms,1136425372,2023-01-30 07:07:26+00:00,OAbot,True,-0.0001,488.0860290527344,0.5839493065654701,3.0941176470588236,1.0,0.9882352941176471,-21.293461538461514,24.246153846153845,210.66666666666666,3,4.163331998932265,8.201892744479496,634.0,0.02040816326530612
Dynamic epistemic logic,1142421149,2023-03-02 08:11:21+00:00,Citation bot,True,-0.0001,416.2091979980469,0.7270412290078362,3.5073838395965904,1.0861423220973783,0.9909953175651338,51.607180663479525,15.778468293789993,150.31460674157304,267,6.7976466515993605,0.37626556427457486,40397.0,0.0054070291378792434
Machine learning in video games,1090251687,2022-05-28 11:23:43+00:00,2407:7000:A23F:B398:CD36:37E5:F4F7:41A2,False,-0.0001,258.02716064453125,0.76244761633008,3.5181518151815183,0.9007633587786259,0.9867986798679867,40.30975620489352,15.507531370231602,140.9083969465649,131,6.395154415649398,0.7692721501963526,18589.0,0.01508252703471827
Machine learning in video games,1105760170,2022-08-21 17:25:11+00:00,LizardJr8,False,-0.0001,258.02716064453125,0.76244761633008,3.601870798012277,0.9172932330827067,0.9871382636655949,40.36542931154969,15.562279573001758,142.54887218045113,133,6.395154415649398,0.7490440521711801,19091.0,0.014978213507625272
